date,item,doc_number,document,title,synopsis,type,action,theme,area,minutes,url,Vega Pederson,Moyer,Singleton,Brim-Edwards,Jones-Dixon,Meieran,Kafoury,Smith,Jayapal,Beason,Rosenbaum,Stegmann
2024-09-05,R.1,2024-070,https://www.multco.us/file/resolution_approving_the_east_county_homelessness_resource_center_project_plan_to_proceed_with_construction_per_administrative_procedure_fac-1./download,Resolution Approving the East County Homelessness Resource Center Project Plan to Proceed with Construction per Administrative Procedure FAC-1.,Approves the East County Homelessness Resource Center project plan to proceed with construction under the County's FAC-1 procedure.,Resolution,Adopted,Homelessness,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3016&doc_id=4292f147-f927-11ef-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3016,Yea,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Absent,Not in office,Yea
2024-09-05,R.3,2024-072,https://www.multco.us/file/resolution_establishing_land_use_fees_and_repealing_resolution_2023-057./download,PUBLIC HEARING and Resolution Establishing Land Use Fees and Repealing Resolution 2023-057.,Sets County land use fees after a public hearing and repeals Resolution 2023-057. Commissioner Meieran voted no.,Resolution,Adopted,Land Use & Planning; Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3016&doc_id=4292f147-f927-11ef-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3016,Yea,Not in office,Not in office,Yea,Not in office,Nay,Not in office,Not in office,Not in office,Absent,Not in office,Yea
2024-09-05,R.4,,,Second Reading of Ordinance Delaying the Scheduled Increase in the Preschool for All Tax and Requirement for a Technical Advisory Group Report.,"Second reading of an ordinance that would have delayed the scheduled increase in the Preschool for All tax and required a technical advisory group report. The motion failed on a 2–2 tie: Commissioners Meieran and Brim-Edwards voted yes, Commissioner Stegmann and Chair Vega Pederson no, and Commissioner Beason was excused.",Ordinance,Failed,Early Childhood & Education; Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3016&doc_id=4292f147-f927-11ef-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3016,Nay,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Absent,Not in office,Nay
2024-09-12,R.3,2024-075,https://www.multco.us/file/resolution_approving_the_staff_recommendation_for_the_east-span_bridge_type_for_the_earthquake_ready_burnside_bridge_project._/download,Resolution approving the staff recommendation for the east-span bridge type for the Earthquake Ready Burnside Bridge Project.,Approves the staff recommendation for the bridge type of the east span of the Earthquake Ready Burnside Bridge.,Resolution,Adopted,Transportation,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3021&doc_id=46da3bbc-ed61-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3021,Yea,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-09-19,R.4,,,BUDGET MODIFICATION #DCHS-003-25: Appropriate $3.9 Million from the Preschool for All Fund Contingency to add 174 New Mid-Year Seats.,Appropriates $3.9 million from the Preschool for All fund contingency to add 174 new mid-year preschool seats. Commissioner Meieran voted no.,Budget modification,Approved,Early Childhood & Education; Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3025&doc_id=8fc95fa5-8030-11ef-ab4b-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3025,Yea,Not in office,Not in office,Yea,Not in office,Nay,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-10-03,R.2,2024-086,https://www.multco.us/file/resolution_approving_the_library_capital_bond_program_%28lcbp%29_belmont_library_project_plan_to_proceed_with_construction_per_administrative_procedure_fac-1_and_authorizing_the_county_chair_to_execute_a_guaranteed_maximum_price_%28gmp%29%E2%80%A6/download,Resolution Approving the Library Capital Bond Program (LCBP) Belmont Library Project Plan to Proceed with Construction per Administrative Procedure FAC-1 and Authorizing the County Chair to Execute a Guaranteed Maximum Price (GMP) Amendment.,Approves the Library Capital Bond Program's Belmont Library project plan to proceed with construction and authorizes the Chair to sign a guaranteed maximum price amendment.,Resolution,Adopted,Libraries,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3034&doc_id=2017b7ec-85a5-11ef-ab4b-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3034,Yea,Not in office,Not in office,Yea,Not in office,Absent,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-10-03,R.4,,,BUDGET MODIFICATION # DCM-001-25: Reclassification of 7 Positions in the Chief Operating Officer’s Office.,Reclassifies seven positions in the Chief Operating Officer's office. Commissioner Brim-Edwards voted no.,Budget modification,Approved,Government Operations,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3034&doc_id=2017b7ec-85a5-11ef-ab4b-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3034,Yea,Not in office,Not in office,Nay,Not in office,Absent,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-10-17,R.2,2024-090,https://www.multco.us/file/resolution_consenting_to_chair_vega_pederson%E2%80%99s_appointment_of_annie_lewis_as_the_multnomah_county_libraries_director./download,Resolution Consenting to Chair Vega Pederson’s Appointment of Annie Lewis as the Multnomah County Libraries Director.,Consents to Chair Vega Pederson's appointment of Annie Lewis as director of Multnomah County Libraries.,Resolution,Adopted,Libraries; Government Operations,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3040&doc_id=0f29cd0b-e32a-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3040,Yea,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Absent,Not in office,Yea
2024-10-17,R.3,1327,https://www.multco.us/file/ordinance_amending_mcc_chapter_12_%E2%80%93_business_income_tax_to_conform_confidentiality_provisions_to_state_law_and_to_reflect_certain_administrative_code_changes./download,Second Reading of Ordinance Amending MCC Chapter 12 - Business Income Tax to conform confidentiality provisions to State Law.,Second reading of an ordinance amending the County business income tax (Code Chapter 12) to conform its confidentiality provisions to state law. The minutes record a unanimous roll call.,Ordinance,Adopted,Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3040&doc_id=0f29cd0b-e32a-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3040,Yea,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Absent,Not in office,Yea
2024-10-17,R.4,1328,https://www.multco.us/file/ordinance_amending_mcc_chapter_11.500_%E2%80%93_preschool_for_all_personal_income_tax_to_conform_confidentiality_provisions_to_state_law_and_to_reflect_certain_administrative_code_changes._/download,Second Reading of Ordinance Amending MCC Chapter 11.500 - Preschool For All Program Income Tax to conform confidentiality provisions to State Law and to reflect certain Administrative changes.,Second reading of an ordinance amending the Preschool for All income tax (Code Chapter 11.500) to conform its confidentiality provisions to state law and make administrative changes. The minutes record a unanimous roll call.,Ordinance,Adopted,Early Childhood & Education; Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3040&doc_id=0f29cd0b-e32a-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3040,Yea,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Absent,Not in office,Yea
2024-10-24,R.3,1329,https://www.multco.us/file/ordinance_amending_multnomah_county_code_chapter_29_-_building_regulations_by_adding_section_29.503%28e%29./download,Second Reading of Ordinance Amending Multnomah County Code Chapter 29 Ð Building Regulations by adding Section 29.503(E).,Second reading and adoption of an ordinance adding Section 29.503(E) to the County's building regulations (Code Chapter 29).,Ordinance,Adopted,Land Use & Planning,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3042&doc_id=4188966c-df37-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3042,Yea,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-11-14,S.1,,,Appointment to fill the vacancy in Oregon Senate District 17 (joint meeting with the Washington County Board of Commissioners).,"Meeting jointly with Washington County's commissioners, the Board voted to appoint Lisa Reynolds to fill the vacancy in Oregon Senate District 17; the other nominees were Joel Shapiro and Pradnya Patil. The minutes record the roll call as unanimous.",Appointment,Appointed,Elections,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3056&doc_id=e57b71d1-b1f7-11ef-ab4b-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3056,Yea,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Absent,Not in office,Yea
2024-11-21,R.3,1330,https://www.multco.us/file/ordinance_amending_mcc_chapter_39_%28the_zoning_code%29_to_amend_and_reorganize_the_significant_environmental_concern_regulations./download,Second Reading of Ordinance Amending MCC Chapter 39 (the Zoning Code) to Amend and Reorganize the Significant Environmental Concern Regulations.,Second reading and adoption of an ordinance amending and reorganizing the Significant Environmental Concern regulations in the County zoning code (Chapter 39).,Ordinance,Adopted,Land Use & Planning; Environment & Energy,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3063&doc_id=ea739bd9-fabb-11ef-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3063,Absent,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-11-21,R.4,2024-102,https://www.multco.us/file/resolution_approving_negotiation%2C_sale_and_leaseback_of_the_gresham_library_building%2C_385_nw_miller_ave.%2C_gresham%2C_to_the_city_of_gresham./download,"Resolution Approving Negotiation, Sale and Leaseback of the Gresham Library building, 385 NW Miller Ave., Gresham, to the City of Gresham.","Approves negotiating the sale of the Gresham Library building at 385 NW Miller Ave. to the City of Gresham, with a leaseback to the County.",Resolution,Adopted,Libraries; Government Operations,Gresham,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3063&doc_id=ea739bd9-fabb-11ef-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3063,Absent,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-11-21,R.5,,,"BUDGET MODIFICATION # JOHS-003-25: Increases Federal/State Fund by $11,384,732 and reduces Supportive Housing fund by $4,190,523.",Increases the Joint Office of Homeless Services' federal and state funds by $11.4 million and reduces its Supportive Housing Services fund by $4.2 million.,Budget modification,Approved,Homelessness; Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3063&doc_id=ea739bd9-fabb-11ef-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3063,Absent,Not in office,Not in office,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Yea,Not in office,Yea
2024-12-05,R.4,,,"BUDGET MODIFICATION # HD-001-25: Authorizing 5.00 FTE, lease, security, and other operating expenses for the Deflection Center.","Budget modification authorizing five positions, a lease, security and other operating costs for the County's deflection center.",Budget modification,Approved,Public Safety; Health & Social Services,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3066&doc_id=e0b711c8-d397-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3066,Yea,Not in office,Yea,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Absent
2024-12-05,R.5,,,BUDGET MODIFICATION # DCA-007-25: Coordinated Care Pathway Center Project Cash Transfer.,Budget modification transferring cash for the Coordinated Care Pathway Center project. Commissioner Meieran voted no.,Budget modification,Approved,Health & Social Services; Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3066&doc_id=e0b711c8-d397-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3066,Yea,Not in office,Yea,Yea,Not in office,Nay,Not in office,Not in office,Not in office,Not in office,Not in office,Absent
2024-12-12,R.1,,,Approval of Multnomah County 2025 State Legislative Agenda.,Approves the County's 2025 state legislative agenda.,Other,Approved,Government Operations,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3075&doc_id=2d0b9125-d423-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3075,Yea,Not in office,Yea,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Yea
2024-12-12,R.3,2024-108,https://www.multco.us/file/2024-108.pdf/download,"Resolution Approving a Room-Block Agreement at the Motel Located at 1125 N. Schmeer Road, Portland, OR.",Approves an agreement reserving a block of rooms at a motel at 1125 N. Schmeer Road in Portland.,Resolution,Adopted,Homelessness,Portland,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3075&doc_id=2d0b9125-d423-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3075,Yea,Not in office,Yea,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Yea
2024-12-19,R.1,2024-110,https://www.multco.us/file/2024-110.pdf/download,Resolution Approving the FAC-1 Project Plan to Proceed with Construction at the Harrison Community Village Project.,"Approves the construction project plan for the Harrison Community Village, a shelter project presented by the Joint Office of Homeless Services, under the County's FAC-1 procedure. An amendment passed unanimously first; Commissioner Meieran voted no on the plan.",Resolution,Adopted as amended,Homelessness,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3078&doc_id=4ae55b6f-d457-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3078,Yea,Not in office,Yea,Yea,Not in office,Nay,Not in office,Not in office,Not in office,Not in office,Not in office,Yea
2024-12-19,R.2,1331,https://www.multco.us/file/1331.pdf/download,Ordinance Amending MCC Chapter 39 (the Zoning Code) to add a Reference to Standards Applicable in the Significant Environmental Concern for Streams Overlay Zone and Declaring an Emergency.,Emergency ordinance amending the County zoning code (Chapter 39) to add a reference to the standards that apply in the Significant Environmental Concern for Streams overlay zone.,Emergency ordinance,Adopted,Land Use & Planning; Environment & Energy,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3078&doc_id=4ae55b6f-d457-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3078,Yea,Not in office,Yea,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Yea
2024-12-19,R.3,2024-111,https://www.multco.us/file/2024-111.pdf/download,Resolution Approving the Library Capital Bond Program (LCBP) St. Johns Library Project Plan to Proceed with Construction per Administrative Procedure FAC-1 and Authorizing the County Chair to Execute a Guaranteed Maximum Price (GMP) Amendment.,Approves the Library Capital Bond Program's St. Johns Library project plan to proceed with construction and authorizes the Chair to sign a guaranteed maximum price amendment.,Resolution,Adopted,Libraries,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3078&doc_id=4ae55b6f-d457-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3078,Yea,Not in office,Yea,Yea,Not in office,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Yea
2025-01-09,R.2,1332,https://www.multco.us/file/1332.pdf/download,Ordinance Amending Multnomah County’s Zoning Code to Incorporate Amendments to the City of Portland’s Zoning Code (Title 33) Allowing Adjustments as Part of the Housing Adjustment Compliance Project and Making Odor Code Updates; Amendments to the Portland Sign Code (Title 32) Increasing Flexibility in the Rose Quarter Sign Code; and Amendments to the Portland Tree Code (Title 11) Permanently Adopting the Large Tree Regulations; and Declaring an Emergency.,"Adds City of Portland code changes to the County's zoning code: housing adjustments under the Housing Adjustment Compliance Project, odor code updates, more flexible Rose Quarter sign rules, and permanent large-tree regulations. Adopted as an emergency ordinance.",Emergency ordinance,Adopted,Land Use & Planning; Housing; Environment & Energy,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3087&doc_id=ab68f304-e7ea-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3087,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-01-15,S.1,,,Appointment to fill the vacancy in Oregon House District 34 (joint meeting with the Washington County Board of Commissioners).,"Meeting jointly with Washington County's commissioners, the Board voted to appoint Mari Watanabe to fill the vacancy in Oregon House District 34, over Sarah Beachy and Alexandria Goddard. Under the Secretary of State's weighting, each Multnomah commissioner had 0.2 votes and each Washington County commissioner 8.6; all ten voted yes.",Appointment,Appointed,Elections,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3091&doc_id=311e6e7e-d44c-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3091,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-01-16,R.2,1333,https://www.multco.us/file/1333.pdf/download,Second Reading of Ordinance Amending MCC Chapter 22 to Change Name of the Joint Office of Homeless Services and Overview of the Homeless Services Department.,Second reading and adoption of an ordinance amending County Code Chapter 22 to rename the Joint Office of Homeless Services as the Homeless Services Department.,Ordinance,Adopted,Homelessness; Government Operations,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3093&doc_id=de557a97-e7ff-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3093,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-02-13,R.2,1334,https://www.multco.us/file/1334.pdf/download,"Second Reading of Ordinance Amending MCC Chapter 3, BUDGET ADVISORY COMMITTEES.","Second reading and adoption of an ordinance amending County Code Chapter 3, which governs the County's budget advisory committees.",Ordinance,Adopted,Government Transparency; Government Operations,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3109&doc_id=f898b41d-ea3b-11ef-a9e2-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3109,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-03-13,R.1,2025-012,https://www.multco.us/file/2025-012.pdf/download,Confirmation of Chair Vega Pederson’s Appointment of Christopher Neal as Director of Department of County Management.,Confirms Chair Vega Pederson's appointment of Christopher Neal as director of the Department of County Management.,Resolution,Adopted,Government Operations,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3125&doc_id=98dfb5c2-0043-11f0-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3125,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-03-13,R.2,2025-013,https://www.multco.us/file/2025-013.pdf/download,Multnomah County Sheriff’s Office Capacity Management Plan.,Adopts a population emergency release plan for the Sheriff's Office corrections facilities (presented as the Sheriff's Office capacity management plan by Sheriff Nicole Morrisey O'Donnell).,Resolution,Adopted,Public Safety,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3125&doc_id=98dfb5c2-0043-11f0-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3125,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-03-13,R.4,2025-014,https://www.multco.us/file/2025-014.pdf/download,Resolution authorizing pass-through Supportive Housing Services funding from Multnomah County to the City of Portland.,Authorizes passing Supportive Housing Services funding from the County through to the City of Portland. An amendment removing the word 'March' from the resolution passed 5–0 first.,Resolution,Adopted as amended,Homelessness,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3125&doc_id=98dfb5c2-0043-11f0-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3125,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-03-20,R.1,2025-015,https://www.multco.us/file/2025-015.pdf/download,Resolution Approving the Multnomah County Aging Disability and Veterans Services Division 2025-2029 Area Plan.,"Approves the Aging, Disability and Veterans Services Division's 2025–2029 Area Plan.",Resolution,Adopted,Health & Social Services,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3134&doc_id=90a350c8-05c4-11f0-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3134,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-03-20,R.2,2025-016,https://www.multco.us/file/2025-016.pdf/download,Resolution Approving the Preliminary Planning Proposal for the New Animal Services Facility Project per the FAC-1 Administrative Procedure.,Approves the preliminary planning proposal for a new Animal Services facility under the County's FAC-1 procedure for capital projects.,Resolution,Adopted,Animal Services,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3134&doc_id=90a350c8-05c4-11f0-ab6a-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3134,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-04-10,R.1,,,2025 Federal Legislative Agenda and Updates.,Approves the County's 2025 federal legislative agenda.,Other,Approved,Government Operations,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3145&doc_id=fa25e689-1641-11f0-955d-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3145,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-04-10,R.5,,,"BUDGET MODIFICATION # JOHS-007-25: 30006A Rebalances OTO Metro SHS Carryover by $23,476,045 for Stabilization Reserve and Contingency.",Rebalances one-time Metro Supportive Housing Services carryover by $23.5 million for a stabilization reserve and contingency.,Budget modification,Approved,Homelessness; Budget & Taxes,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3145&doc_id=fa25e689-1641-11f0-955d-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3145,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-04-17,R.5,2025-023,https://www.multco.us/file/2025-023.pdf/download,"Resolution for 82nd Avenue Transit Project, Locally Preferred Alternative.",Resolution on the locally preferred alternative for the 82nd Avenue Transit Project.,Resolution,Adopted,Transportation,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3152&doc_id=953df848-1bc4-11f0-955d-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3152,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-04-17,R.7,2025-024,https://www.multco.us/file/2025-024.pdf/download,Resolution Approving the Sobering and Crisis Stabilization Center FAC-1 Project Design Plan.,Approves the design plan for the Sobering and Crisis Stabilization Center under the County's FAC-1 procedure for capital projects.,Resolution,Adopted,Health & Social Services,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3152&doc_id=953df848-1bc4-11f0-955d-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3152,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-05-01,R.1,1335,https://www.multco.us/file/1335.pdf/download,"Ordinance Amending Multnomah County’s Comprehensive Plan, Zoning Map and Zoning Code to Incorporate Amendments to the City of Portland’s Comprehensive Plan, Comprehensive Plan Map, Zoning Map and Zoning Code (Title 33) to Adopt the Montgomery Park Area Plan including amendments to the City’s Comprehensive Plan, Comprehensive Plan Map, Zoning Map, Zoning Code, Citywide Design Guidelines, and related amendments to the Guild’s Lake Industrial Sanctuary and Northwest District plans; and Declaring an Emergency.","Adds the City of Portland's Montgomery Park Area Plan, and related changes to the Guild's Lake Industrial Sanctuary and Northwest District plans, to the County's comprehensive plan, zoning map and zoning code. Adopted as an emergency ordinance.",Emergency ordinance,Adopted,Land Use & Planning,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3162&doc_id=ece70355-26c7-11f0-9f54-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3162,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-05-01,R.7,1336,https://www.multco.us/file/1336.pdf/download,Second Reading of Ordinance Establishing Lobbying Reporting Requirements and Improving Transparency in Multnomah County.,"Second reading and adoption of an ordinance setting lobbying reporting requirements to improve transparency in Multnomah County. It was amended at first reading to take effect July 1, 2026.",Ordinance,Adopted,Government Transparency,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3162&doc_id=ece70355-26c7-11f0-9f54-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3162,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-05-01,R.9,,,Ratification of Collective Bargaining Agreement 2024-2027 between Multnomah County and the Federation of Parole and Probation Officers (FOPPO) following interest arbitration.,"Ratifies the 2024–2027 collective bargaining agreement between the County and the Federation of Parole and Probation Officers, following interest arbitration.",Other,Approved,Labor & Workforce; Public Safety,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3162&doc_id=ece70355-26c7-11f0-9f54-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3162,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-05-08,R.1,2025-025,https://www.multco.us/file/2025-025.pdf/download,RESOLUTION Approving the Chair’s proposed FY 2026 Budget for Submittal to the Tax Supervising and Conservation Commission.,"Approves Chair Vega Pederson's proposed fiscal year 2026 budget for submittal to the Tax Supervising and Conservation Commission, with the Board sitting as the Budget Committee. Vice Chair Brim-Edwards voted no.",Resolution,Adopted,FY Budget,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3178&doc_id=8ff1fdd6-2c53-11f0-856f-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3178,Yea,Yea,Yea,Nay,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
2025-05-08,R.2,2025-026,https://www.multco.us/file/2025-026.pdf/download,RESOLUTION Approving the Multnomah County Library District’s Proposed Fiscal Year 2026 Budget for Submittal to the Tax Supervising and Conservation Commission.,Approves the Multnomah County Library District's proposed fiscal year 2026 budget for submittal to the Tax Supervising and Conservation Commission.,Resolution,Adopted,FY Budget; Libraries,Countywide,https://multnomah.granicus.com/MinutesViewer.php?view_id=3&clip_id=3178&doc_id=8ff1fdd6-2c53-11f0-856f-005056a89546,https://multnomah.granicus.com/AgendaViewer.php?view_id=3&clip_id=3178,Yea,Yea,Yea,Yea,Yea,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office,Not in office
