date,clip,meeting,minutes_doc,status,items_logged,notes
2022-10-27,2598,Regular Board Meeting,d3792dbb-614f-11ed-95a3-0050569183fa,done,0,
2022-11-03,2603,Regular Board Meeting,6332d21c-75aa-11ed-9024-0050569183fa,done,0,
2022-11-10,2608,Regular Board Meeting,f287e48f-96cc-11ed-96ab-0050569183fa,done,1,
2022-11-17,2615,Regular Board Meeting,15b712b8-92d4-11ed-96ab-0050569183fa,done,2,
2022-11-28,2617,Public Hearing,051d84ae-774d-11ed-9024-0050569183fa,done,0,
2022-12-01,2623,Regular Board Meeting,63e225e5-9832-11ed-96ab-0050569183fa,done,3,
2022-12-08,2625,Regular Board Meeting,022be575-96c5-11ed-96ab-0050569183fa,done,1,
2022-12-15,2631,Regular Board Meeting A.M.,815e49eb-96ad-11ed-96ab-0050569183fa,done,2,
2022-12-15,2632,Regular Board Meeting P.M.,580c6d48-92c8-11ed-96ab-0050569183fa,done,4,
2023-01-05,2635,Regular Board Meeting,fd9b57bc-8d3b-11ed-9024-0050569183fa,done,1,
2023-01-19,2638,Regular Board Meeting,a648af8b-9b4f-11ed-96ab-0050569183fa,done,1,
2023-01-26,2640,Regular Board Meeting,11b9942a-a1ac-11ed-8145-0050569183fa,done,1,
2023-02-02,2644,Regular Board Meeting,5d7b39b0-ac03-11ed-8145-0050569183fa,done,0,
2023-02-16,2649,Regular Board Meeting,4e83c26b-b945-11ed-acbc-0050569183fa,done,0,
2023-02-23,2654,Regular Board Meeting - VIRTUAL,c49e872a-bc65-11ed-acbc-0050569183fa,done,0,
2023-03-09,2658,Regular Board Meeting,da1c65fa-bec6-11ed-acbc-0050569183fa,done,1,
2023-03-16,2660,Regular Board Meeting,126aeb5a-c43d-11ed-acbc-0050569183fa,done,1,
2023-03-23,2662,Regular Board Meeting,36a0f675-cf80-11ed-95dd-0050569183fa,done,0,
2023-04-06,2665,Regular Board Meeting,b183c4dc-e398-11ed-95dd-0050569183fa,done,0,
2023-04-13,2670,Regular Board Meeting,24be668b-e539-11ed-95dd-0050569183fa,done,1,
2023-04-20,2674,Regular Board Meeting,a27cab18-af0b-11ee-bb82-0050569183fa,done,2,
2023-04-27,2678,Regular Board Meeting,b6541455-ee97-11ed-95dd-0050569183fa,done,3,
2023-05-04,2684,Regular Board Meeting,20af8a48-eace-11ed-95dd-0050569183fa,done,1,
2023-05-10,2694,Virtual Public Budget Hearing #1,4d87d101-f515-11ed-95dd-0050569183fa,done,0,
2023-05-17,2711,In-Person Public Budget Hearing #2,3f359708-b013-11ee-bb82-0050569183fa,done,0,
2023-05-18,2710,Regular Board Meeting,e3c00825-f9a5-11ed-95dd-0050569183fa,done,1,
2023-05-25,2719,Regular Board Meeting,f4a0f46e-0011-11ee-95dd-0050569183fa,done,0,
2023-05-31,2729,Hybrid Public Budget Hearing #3,b2dc2753-1126-11ee-aabb-0050569183fa,done,0,
2023-06-01,2730,Regular Board Meeting,20f97d2b-ae59-11ee-bb82-0050569183fa,done,2,
2023-06-08,2741,Regular Board Meeting,4a66df7a-af0a-11ee-bb82-0050569183fa,done,6,
2023-06-15,2743,Regular Board Meeting,5d9dbc92-11fe-11ee-aabb-0050569183fa,done,1,
2023-06-22,2747,Regular Board Meeting,5960f9c3-b488-11ee-bb82-0050569183fa,done,2,
2023-06-29,2751,Regular Board Meeting,7e17add2-ae4f-11ee-bb82-0050569183fa,done,0,
2023-07-13,2753,Regular Board Meeting,8f4a4df9-24cc-11ee-b4fc-0050569183fa,done,0,
2023-07-20,2755,Regular Board Meeting,7f38df11-2c9a-11ee-b4fc-0050569183fa,done,1,
2023-07-27,2759,Regular Board Meeting,f8efaa8e-353f-11ee-9e9a-0050569183fa,done,0,
2023-08-03,2762,Regular Board Meeting,b67b9e12-42a8-11ee-9e9a-0050569183fa,done,1,
2023-08-10,2764,Regular Board Meeting,a820c5d4-4692-11ee-ae13-0050569183fa,done,0,
2023-08-24,2769,Regular Board Meeting,e8b58706-5666-11ee-ae13-0050569183fa,done,0,
2023-08-31,2774,Regular Board Meeting,ed5a55b2-b48c-11ee-bb82-0050569183fa,done,3,
2023-09-07,2778,Regular Board Meeting,5583bc5f-ae57-11ee-bb82-0050569183fa,done,1,
2023-09-14,2782,Regular Board Meeting,89ecad09-ae5a-11ee-bb82-0050569183fa,done,0,
2023-09-21,2785,Regular Board Meeting,7e16dbc1-5d6a-11ee-ae13-0050569183fa,done,0,
2023-09-22,2789,County/City Joint Meeting,78b5264f-5c86-11ee-ae13-0050569183fa,done,0,
2023-09-28,2793,Regular Board Meeting,0d10b0fd-0a7e-11f0-ab6a-005056a89546,done,1,
2023-09-28,2794,Board Meeting Cont'd,b6e290d8-abaa-11ee-bb82-0050569183fa,done,0,
2023-10-05,2798,Regular Board Meeting,7639c7ff-aa99-11ee-bb82-0050569183fa,done,3,
2023-10-12,2800,Regular Board Meeting,bed51be3-b005-11ee-bb82-0050569183fa,done,2,
2023-10-19,2804,Regular Board Meeting,3dda5d76-ab22-11ee-bb82-0050569183fa,done,2,
2023-10-26,2807,Regular Board Meeting,6cef5ade-7f19-11ee-852f-0050569183fa,done,1,
2023-11-09,2813,Regular Board Meeting,67df0eb6-938f-11ee-a93d-0050569183fa,done,0,
2023-11-16,2817,Regular Board Meeting,20c3e865-05a8-11f0-ab6a-005056a89546,done,4,
2023-11-30,2827,Regular Board Meeting,71896b2f-0421-11f0-ab6a-005056a89546,done,2,
2023-12-07,2830,Regular Board Meeting,14972fdd-aa6b-11ee-bb82-0050569183fa,done,2,R.1 and R.2 (Montavilla Community Village shelter construction plan and supplemental budget) were postponed indefinitely.
2023-12-07,2831,County/City Joint Meeting,a27e3e00-0f23-11f0-955d-005056a89546,done,0,
2023-12-14,2837,Regular Board Meeting,f6b64d9b-a5b6-11ee-bb82-0050569183fa,done,2,
2024-01-04,2841,Regular Board Meeting,c3e9e3f7-cc29-11ee-8fe8-0050569183fa,done,1,
2024-01-11,2845,Regular Board Meeting,c531cb90-bafe-11ee-8fe8-0050569183fa,done,0,
2024-01-18,2847,Regular Board Meeting - VIRTUAL,39ea32b2-b6f0-11ee-bb82-0050569183fa,done,2,
2024-02-01,2852,Regular Board Meeting,f4af2545-d005-11ee-8fe8-0050569183fa,done,1,
2024-02-08,2857,Regular Board Meeting,10122928-d022-11ee-8fe8-0050569183fa,done,0,
2024-02-15,2859,Regular Board Meeting,e6c275b9-d679-11ee-98bb-0050569183fa,done,0,Minutes are a .docx; no major votes found.
2024-02-22,2863,Regular Board Meeting,319e6360-d6db-11ee-98bb-0050569183fa,done,3,
2024-02-29,2870,Regular Board Meeting,cb6d0066-e88f-11ee-98bb-0050569183fa,done,1,
2024-03-07,2876,Regular Board Meeting,1006b437-e223-11ee-98bb-0050569183fa,done,1,
2024-03-12,2879,County/City Joint Meeting,bac70238-effc-11ee-b231-0050569183fa,done,0,
2024-03-14,2881,Regular Board Meeting,04fb74e2-f1ea-11ee-b231-0050569183fa,done,1,
2024-03-21,2885,Regular Board Meeting,a6d71a54-e8a4-11ef-a9e2-005056a89546,done,0,
2024-04-04,2889,Regular Board Meeting,d2794ed4-043d-11f0-ab6a-005056a89546,done,0,
2024-04-11,2892,Regular Board Meeting,a0133140-e8bb-11ef-a9e2-005056a89546,done,3,
2024-04-18,2897,Regular Board Meeting,254ceeed-01a9-11ef-b231-0050569183fa,done,1,
2024-04-25,2903,Regular Board Meeting,25b2134e-0ca1-11ef-b231-0050569183fa,done,2,
2024-05-02,2909,Regular Board Meeting,c342e28f-0b64-11ef-b231-0050569183fa,done,1,
2024-05-08,2921,Hybrid Public Budget Hearing #1,4b4ea92e-dda9-11ef-a9e2-005056a89546,done,0,
2024-05-15,2930,In-Person Public Budget Hearing #2,87af7fde-0b2b-11f0-ab6a-005056a89546,done,0,
2024-05-16,2932,Regular Board Meeting,e230132d-dda3-11ef-a9e2-005056a89546,done,0,
2024-05-23,2946,Regular Board Meeting,f946c390-f472-11ef-ab6a-005056a89546,done,1,
2024-05-29,2955,Virtual Public Budget Hearing #3,13428b47-29aa-11ef-81ef-005056a89546,done,0,
2024-05-30,2956,Regular Board Meeting,6dcedf04-2297-11ef-81ef-005056a89546,done,1,
2024-06-06,2969,Regular Board Meeting,ee6c9ed7-b98b-11ef-ab4b-005056a89546,done,6,
2024-06-13,2974,Regular Board Meeting,81b91df3-0b2f-11f0-ab6a-005056a89546,done,1,
2024-06-20,2976,Regular Board Meeting,befd7687-3e0d-11ef-8c72-005056a89546,done,1,
2024-06-27,2979,Regular Board Meeting,9f7d2b58-f478-11ef-ab6a-005056a89546,done,1,
2024-07-11,2984,Regular Board Meeting,3e4d7101-5945-11ef-bafe-005056a89546,done,1,
2024-07-18,2990,Regular Board Meeting,fe04d8d5-f534-11ef-ab6a-005056a89546,done,0,
2024-07-25,2994,Regular Board Meeting,5f63b916-662f-11ef-9b71-005056a89546,done,3,
2024-08-01,2998,Regular Board Meeting,57d9c7d2-5c11-11ef-bafe-005056a89546,done,1,
2024-08-15,3003,VIRTUAL Regular Board Meeting,ab122529-0413-11f0-ab6a-005056a89546,done,1,R.4 (AMR ambulance staffing change) was discussed but the minutes record no vote on it.
2024-08-22,3007,VIRTUAL Regular Board Meeting,75bc08db-6afc-11ef-9b71-005056a89546,done,2,
2024-08-29,3011,VIRTUAL Regular Board Meeting,0de2f843-f912-11ef-ab6a-005056a89546,done,0,
2024-09-05,3016,VIRTUAL Regular Board Meeting,4292f147-f927-11ef-ab6a-005056a89546,done,3,
2024-09-12,3021,Regular Board Meeting,46da3bbc-ed61-11ef-a9e2-005056a89546,done,1,
2024-09-19,3025,Regular Board Meeting,8fc95fa5-8030-11ef-ab4b-005056a89546,done,1,
2024-09-26,3030,Regular Board Meeting,d4e9a403-a24a-11ef-ab4b-005056a89546,done,0,
2024-10-03,3034,Regular Board Meeting,2017b7ec-85a5-11ef-ab4b-005056a89546,done,2,
2024-10-08,3036,County/City Joint Meeting,d9a46911-9096-11ef-ab4b-005056a89546,done,0,
2024-10-17,3040,Regular Board Meeting,0f29cd0b-e32a-11ef-a9e2-005056a89546,done,3,
2024-10-24,3042,Regular Board Meeting,4188966c-df37-11ef-a9e2-005056a89546,done,1,
2024-10-31,3047,Regular Board Meeting,1f6ffbc0-d9b7-11ef-a9e2-005056a89546,done,0,
2024-11-07,3051,Regular Board Meeting,2b63e209-d9b4-11ef-a9e2-005056a89546,done,0,
2024-11-14,3055,Regular Board Meeting,13f457f8-b0dc-11ef-ab4b-005056a89546,done,0,
2024-11-14,3056,VIRTUAL SD 17 Appointment,e57b71d1-b1f7-11ef-ab4b-005056a89546,done,1,
2024-11-21,3063,Regular Board Meeting,ea739bd9-fabb-11ef-ab6a-005056a89546,done,3,
2024-12-05,3066,Regular Board Meeting,e0b711c8-d397-11ef-a9e2-005056a89546,done,2,
2024-12-12,3075,Regular Board Meeting,2d0b9125-d423-11ef-a9e2-005056a89546,done,2,
2024-12-19,3078,Regular Board Meeting,4ae55b6f-d457-11ef-a9e2-005056a89546,done,3,
2025-01-09,3087,Regular Board Meeting,ab68f304-e7ea-11ef-a9e2-005056a89546,done,1,
2025-01-15,3091,VIRTUAL HD 34 Appointment,311e6e7e-d44c-11ef-a9e2-005056a89546,done,1,
2025-01-16,3093,Regular Board Meeting,de557a97-e7ff-11ef-a9e2-005056a89546,done,1,
2025-01-23,3097,Regular Board Meeting,f08799d2-e7ed-11ef-a9e2-005056a89546,done,0,
2025-01-30,3100,Regular Board Meeting,bcf00121-e5b9-11ef-a9e2-005056a89546,done,0,
2025-02-06,3106,Regular Board Meeting,7530eaad-e5b4-11ef-a9e2-005056a89546,done,0,
2025-02-13,3109,Regular Board Meeting,f898b41d-ea3b-11ef-a9e2-005056a89546,done,1,
2025-02-20,3112,Regular Board Meeting,6d120629-efca-11ef-a9e2-005056a89546,done,0,
2025-02-27,3116,Regular Board Meeting,2a88cda5-f54b-11ef-ab6a-005056a89546,done,0,
2025-03-06,3121,Regular Board Meeting,5f3de37b-fae3-11ef-ab6a-005056a89546,done,0,
2025-03-13,3125,Regular Board Meeting,98dfb5c2-0043-11f0-ab6a-005056a89546,done,3,
2025-03-20,3134,Regular Board Meeting,90a350c8-05c4-11f0-ab6a-005056a89546,done,2,
2025-04-03,3139,Regular Board Meeting,eb710940-10c2-11f0-955d-005056a89546,done,0,
2025-04-10,3145,Regular Board Meeting,fa25e689-1641-11f0-955d-005056a89546,done,2,
2025-04-17,3152,Regular Board Meeting,953df848-1bc4-11f0-955d-005056a89546,done,2,
2025-04-24,3157,Regular Board Meeting,59ed328c-2139-11f0-955d-005056a89546,done,0,
2025-05-01,3162,Regular Board Meeting,ece70355-26c7-11f0-9f54-005056a89546,done,3,
2025-05-08,3178,Regular Board Meeting,8ff1fdd6-2c53-11f0-856f-005056a89546,done,2,
2025-05-14,3184,Hybrid Public Budget Hearing #1,549958e2-3319-11f0-856f-005056a89546,done,0,
2025-05-15,3188,Regular Board Meeting,cec4935a-31d6-11f0-856f-005056a89546,done,2,
2025-05-21,3196,In-Person Public Budget Hearing #2,0501a4be-3cbe-11f0-856f-005056a89546,done,0,
2025-05-28,3208,Virtual Public Budget Hearing #3,80b6c233-4254-11f0-b7f5-005056a89546,done,0,
2025-05-29,3216,Regular Board Meeting,6a15d5fe-4237-11f0-b7f5-005056a89546,done,1,
2025-06-05,3231,Regular Board Meeting,2cfd4ec2-47b0-11f0-b7f5-005056a89546,done,0,
2025-06-12,3244,Regular Board Meeting,9f5917e6-5139-11f0-b7f5-005056a89546,done,6,
2025-06-26,3249,Regular Board Meeting,fe551cfd-5369-11f0-b7f5-005056a89546,done,5,
2025-07-17,3255,Regular Board Meeting,7dd7f817-635f-11f0-b7f5-005056a89546,done,1,
2025-07-24,3257,Regular Board Meeting,2e2426e8-68e3-11f0-b7f5-005056a89546,done,2,
2025-07-31,3262,Regular Board Meeting,8da305ab-6efc-11f0-a766-005056a89546,done,1,
2025-08-07,3268,Regular Board Meeting,4ac9ed53-77b1-11f0-a766-005056a89546,done,0,
2025-08-21,3275,Regular Board Meeting,fd582b13-837f-11f0-a766-005056a89546,done,2,
2025-08-28,3280,Regular Board Meeting,c8d0b106-88f3-11f0-a766-005056a89546,done,0,
2025-09-04,3287,Regular Board Meeting,c37a8546-8f3b-11f0-8df7-005056a89546,done,1,
2025-09-11,3290,Regular Board Meeting,9b22736c-944d-11f0-8df7-005056a89546,done,0,
2025-09-18,3295,Regular Board Meeting,439c8403-9e2b-11f0-8df7-005056a89546,done,0,
2025-09-25,3299,Regular Board Meeting,ee0a2667-9f07-11f0-8df7-005056a89546,done,2,
2025-10-02,3305,Regular Board Meeting,52849d2c-b421-11f0-8df7-005056a89546,done,1,
2025-10-09,3309,Regular Board Meeting,3cc545b6-b550-11f0-8df7-005056a89546,done,1,
2025-10-16,3310,Regular Board Meeting,5867ccdd-b550-11f0-8df7-005056a89546,done,0,
2025-10-23,3315,Regular Board Meeting,6c43bb2e-b550-11f0-8df7-005056a89546,done,1,
2025-10-30,3319,Regular Board Meeting,ef62941e-ced5-11f0-bb28-005056a89546,done,3,
2025-10-31,3322,Special Meeting,2ba72259-ced6-11f0-bb28-005056a89546,done,1,
2025-11-06,3330,Regular Board Meeting,daf58bb8-ced6-11f0-bb28-005056a89546,done,1,
2025-11-13,3332,Regular Board Meeting,ab24ddae-dc36-11f0-bb28-005056a89546,done,0,
2025-11-20,3335,Regular Board Meeting,98d02d8f-dc36-11f0-bb28-005056a89546,done,3,
2025-12-04,3342,Regular Board Meeting,7545c4cf-dc3c-11f0-bb28-005056a89546,done,0,
2025-12-11,3349,Regular Board Meeting,a55ee129-dc3c-11f0-bb28-005056a89546,done,3,
2025-12-18,3355,Regular Board Meeting,d77849c9-f241-11f0-bb28-005056a89546,done,4,
2026-01-08,3356,Regular Board Meeting,b5aba108-edab-11f0-bb28-005056a89546,done,1,
2026-01-15,3360,Regular Board Meeting,c92c6b64-f61d-11f0-bb28-005056a89546,done,2,
2026-01-22,3365,Regular Board Meeting,f2e75034-f87d-11f0-bb28-005056a89546,done,1,
2026-01-29,3370,Regular Board Meeting,e32a01d0-fe2b-11f0-bb28-005056a89546,done,2,
2026-02-05,3377,Regular Board Meeting,a732a5c5-084a-11f1-bb28-005056a89546,done,1,
2026-02-12,3382,Regular Board Meeting,c39e553a-0923-11f1-bb28-005056a89546,done,1,
2026-02-19,3386,Regular Board Meeting,ed6cce21-1409-11f1-bb28-005056a89546,done,2,
2026-02-26,3390,Regular Board Meeting,d292fb7f-140e-11f1-bb28-005056a89546,done,1,
2026-03-05,3397,Regular Board Meeting,f11e635e-1d5c-11f1-bb28-005056a89546,done,1,
2026-03-12,3400,Regular Board Meeting,4b0502cb-1f17-11f1-bb28-005056a89546,done,1,
2026-03-19,3406,Regular Board Meeting,8e7db693-2480-11f1-bb28-005056a89546,done,2,
2026-04-02,3411,Regular Board Meeting,c932751c-2ed9-11f1-bb28-005056a89546,done,0,
2026-04-09,3416,Regular Board Meeting,37c16d93-3506-11f1-bb28-005056a89546,done,3,
2026-04-16,3420,Regular Board Meeting,7419e0d5-39d8-11f1-bb28-005056a89546,done,0,
2026-04-23,3431,Regular Board Meeting,af3d0db0-3f54-11f1-bb28-005056a89546,done,2,
2026-04-29,3440,Hybrid Public Budget Hearing #1,02233465-44ce-11f1-bb28-005056a89546,done,0,
2026-04-30,3445,Regular Board Meeting,6ebe2432-45a8-11f1-bb28-005056a89546,done,0,
2026-05-07,3457,Regular Board Meeting,63d12e8a-4d69-11f1-9b4d-005056a89546,done,2,
2026-05-13,3467,Public Budget Hearing #2,2fbee425-5084-11f1-9b4d-005056a89546,done,0,
2026-05-20,3488,Virtual Public Budget Hearing #3,fdbd7d95-553f-11f1-9b4d-005056a89546,done,0,
2026-05-21,3495,Regular Board Meeting,cd9e6e19-55fe-11f1-9b4d-005056a89546,done,2,
2026-05-28,3505,Regular Board Meeting,a0fd88f6-5b91-11f1-9b4d-005056a89546,done,2,
2026-06-04,3516,Regular Board Meeting,2aeb4190-642d-11f1-9b4d-005056a89546,done,6,
2026-06-11,3518,Regular Board Meeting,b7172c17-6667-11f1-9494-005056a89546,done,0,
2026-06-18,3524,Regular Board Meeting,7bd4d990-6b46-11f1-9494-005056a89546,done,1,
2026-06-25,3532,Regular Board Meeting,1956ee57-70e4-11f1-9494-005056a89546,done,3,
2026-07-02,3540,Regular Board Meeting,af9f6ff2-7665-11f1-9494-005056a89546,done,2,
2026-07-16,3547,Regular Board Meeting,ddf52753-81e0-11f1-98fd-005056a89546,done,2,
2026-07-23,3551,Regular Board Meeting,9a2771d2-8773-11f1-bb61-005056a89546,done,1,
2026-08-06,3554,Special Meeting,4b498b45-927d-11f1-bb61-005056a89546,done,1,
2026-08-13,3561,Regular Board Meeting,9264025a-97f9-11f1-bb61-005056a89546,done,1,
2026-08-20,3570,Regular Board Meeting,21c47284-9d56-11f1-8db5-005056a89546,done,1,
2026-08-27,3575,Regular Board Meeting,9a3cebd8-a303-11f1-a028-005056a89546,done,4,
2026-09-03,3581,Regular Board Meeting,cf7316b6-a881-11f1-a183-005056a89546,done,0,R.2 was the first reading of the ambulance service plan ordinance; log it at its second reading.
2026-09-10,3583,Regular Board Meeting,3ed5770e-ad57-11f1-a183-005056a89546,done,1,
2026-09-17,3587,Regular Board Meeting,8a00a94b-b4fa-11f1-a7dc-005056a89546,done,1,
